,Province,Municities,Barangay,Total
29037,OCCIDENTAL MINDORO,SABLAYAN,IBUD, 19 
29038,OCCIDENTAL MINDORO,SABLAYAN,ILVITA, 25 
29039,OCCIDENTAL MINDORO,SABLAYAN,LAGNAS, 18 
29040,OCCIDENTAL MINDORO,SABLAYAN,LIGAYA, 86 
29041,OCCIDENTAL MINDORO,SABLAYAN,MALISBONG, 19 
29042,OCCIDENTAL MINDORO,SABLAYAN,PAETAN, 19 
29043,OCCIDENTAL MINDORO,SABLAYAN,PAG-ASA, 10 
29044,OCCIDENTAL MINDORO,SABLAYAN,POBLACION (LUMANGBAYAN), 83 
29045,OCCIDENTAL MINDORO,SABLAYAN,SAN AGUSTIN, 9 
29046,OCCIDENTAL MINDORO,SABLAYAN,SAN FRANCISCO, 37 
29047,OCCIDENTAL MINDORO,SABLAYAN,SAN NICOLAS, 7 
29048,OCCIDENTAL MINDORO,SABLAYAN,SAN VICENTE, 46 
29049,OCCIDENTAL MINDORO,SABLAYAN,SANTA LUCIA, 80 
29050,OCCIDENTAL MINDORO,SABLAYAN,SANTO NIÑO, 68 
29051,OCCIDENTAL MINDORO,SABLAYAN,TAGUMPAY, 17 
29052,OCCIDENTAL MINDORO,SABLAYAN,TUBAN, 20 
29053,OCCIDENTAL MINDORO,SABLAYAN,VICTORIA, 8 
29054,OCCIDENTAL MINDORO,SAN JOSE,AMBULONG, 7 
29055,OCCIDENTAL MINDORO,SAN JOSE,ANSIRAY, 3 
29056,OCCIDENTAL MINDORO,SAN JOSE,BAGONG SIKAT, 131 
29057,OCCIDENTAL MINDORO,SAN JOSE,BANGKAL, 3 
29058,OCCIDENTAL MINDORO,SAN JOSE,BARANGAY 1 (POB.), 9 
29059,OCCIDENTAL MINDORO,SAN JOSE,BARANGAY 2 (POB.), 12 
29060,OCCIDENTAL MINDORO,SAN JOSE,BARANGAY 3 (POB.), 43 
29061,OCCIDENTAL MINDORO,SAN JOSE,BARANGAY 4 (POB.), 27 
29062,OCCIDENTAL MINDORO,SAN JOSE,BARANGAY 5 (POB.), 38 
29063,OCCIDENTAL MINDORO,SAN JOSE,BARANGAY 6 (POB.), 15 
29064,OCCIDENTAL MINDORO,SAN JOSE,BARANGAY 7 (POB.), 8 
29065,OCCIDENTAL MINDORO,SAN JOSE,BARANGAY 8 (POB.), 9 
29066,OCCIDENTAL MINDORO,SAN JOSE,BATASAN, 42 
29067,OCCIDENTAL MINDORO,SAN JOSE,BAYOTBOT, 27 
29068,OCCIDENTAL MINDORO,SAN JOSE,BUBOG, 162 
29069,OCCIDENTAL MINDORO,SAN JOSE,BURI, 3 
29070,OCCIDENTAL MINDORO,SAN JOSE,CAMBURAY, 27 
29071,OCCIDENTAL MINDORO,SAN JOSE,CAMINAWIT, 156 
29072,OCCIDENTAL MINDORO,SAN JOSE,CATAYUNGAN, 3 
29073,OCCIDENTAL MINDORO,SAN JOSE,CENTRAL, 129 
29074,OCCIDENTAL MINDORO,SAN JOSE,ILING PROPER, 17 
29075,OCCIDENTAL MINDORO,SAN JOSE,INASAKAN, 1 
29076,OCCIDENTAL MINDORO,SAN JOSE,IPIL, 1 
29077,OCCIDENTAL MINDORO,SAN JOSE,LA CURVA, 41 
29078,OCCIDENTAL MINDORO,SAN JOSE,LABANGAN ILING, 2 
29079,OCCIDENTAL MINDORO,SAN JOSE,LABANGAN POBLACION, 191 
29080,OCCIDENTAL MINDORO,SAN JOSE,MABINI, 56 
29081,OCCIDENTAL MINDORO,SAN JOSE,MAGBAY, 65 
29082,OCCIDENTAL MINDORO,SAN JOSE,MANGARIN, 39 
29083,OCCIDENTAL MINDORO,SAN JOSE,MAPAYA, 77 
29084,OCCIDENTAL MINDORO,SAN JOSE,MONTE CLARO, 17 
29085,OCCIDENTAL MINDORO,SAN JOSE,MURTHA, 54 
29086,OCCIDENTAL MINDORO,SAN JOSE,NATANDOL, 3 
29087,OCCIDENTAL MINDORO,SAN JOSE,PAG-ASA, 261 
29088,OCCIDENTAL MINDORO,SAN JOSE,PAWICAN, 5 
29089,OCCIDENTAL MINDORO,SAN JOSE,SAN AGUSTIN, 39 
29090,OCCIDENTAL MINDORO,SAN JOSE,SAN ISIDRO, 30 
29091,OCCIDENTAL MINDORO,SAN JOSE,SAN ROQUE, 312 
29092,OCCIDENTAL MINDORO,SANTA CRUZ,ALACAAK, 29 
29093,OCCIDENTAL MINDORO,SANTA CRUZ,BARAHAN, 54 
29094,OCCIDENTAL MINDORO,SANTA CRUZ,CASAGUE, 14 
29095,OCCIDENTAL MINDORO,SANTA CRUZ,DAYAP, 11 
29096,OCCIDENTAL MINDORO,SANTA CRUZ,KURTINGANAN, 12 
29097,OCCIDENTAL MINDORO,SANTA CRUZ,LUMANGBAYAN, 15 
29098,OCCIDENTAL MINDORO,SANTA CRUZ,MULAWIN, 29 
29099,OCCIDENTAL MINDORO,SANTA CRUZ,PINAGTURILAN (SAN PEDRO), 48 
29100,OCCIDENTAL MINDORO,SANTA CRUZ,POBLACION I (BARANGAY 1), 20 
29101,OCCIDENTAL MINDORO,SANTA CRUZ,POBLACION II (BARANGAY 2), 20 
29102,OCCIDENTAL MINDORO,SANTA CRUZ,SAN VICENTE, 18 
29103,ORIENTAL MINDORO,BACO,ALAG, 16 
29104,ORIENTAL MINDORO,BACO,BANGKATAN, 38 
29105,ORIENTAL MINDORO,BACO,BARAS (MANGYAN MINORITY), 2 
29106,ORIENTAL MINDORO,BACO,BAYANAN, 5 
29107,ORIENTAL MINDORO,BACO,BURBULI, 5 
29108,ORIENTAL MINDORO,BACO,CATWIRAN I, 23 
29109,ORIENTAL MINDORO,BACO,CATWIRAN II, 30 
29110,ORIENTAL MINDORO,BACO,DULANGAN I, 40 
29111,ORIENTAL MINDORO,BACO,DULANGAN II, 37 
29112,ORIENTAL MINDORO,BACO,LUMANG BAYAN, 6 
29113,ORIENTAL MINDORO,BACO,MALAPAD, 3 
29114,ORIENTAL MINDORO,BACO,MANGANGAN I, 19 
29115,ORIENTAL MINDORO,BACO,MANGANGAN II, 10 
29116,ORIENTAL MINDORO,BACO,MAYABIG, 24 
29117,ORIENTAL MINDORO,BACO,PAMBISAN, 24 
29118,ORIENTAL MINDORO,BACO,POBLACION, 79 
29119,ORIENTAL MINDORO,BACO,PULANG-TUBIG, 13 
29120,ORIENTAL MINDORO,BACO,PUTICAN-CABULO, 9 
29121,ORIENTAL MINDORO,BACO,SAN ANDRES, 9 
29122,ORIENTAL MINDORO,BACO,SAN IGNACIO (DULANGAN III), 12 
29123,ORIENTAL MINDORO,BACO,SANTA CRUZ, 6 
29124,ORIENTAL MINDORO,BACO,SANTA ROSA I, 34 
29125,ORIENTAL MINDORO,BACO,SANTA ROSA II, 30 
29126,ORIENTAL MINDORO,BACO,TABON-TABON, 34 
29127,ORIENTAL MINDORO,BACO,TAGUMPAY, 24 
29128,ORIENTAL MINDORO,BACO,WATER, 19 
29129,ORIENTAL MINDORO,BANSUD,ALCADESMA, 33 
29130,ORIENTAL MINDORO,BANSUD,BATO, 3 
29131,ORIENTAL MINDORO,BANSUD,CONRAZON, 45 
29132,ORIENTAL MINDORO,BANSUD,MALO, 12 
29133,ORIENTAL MINDORO,BANSUD,MANIHALA, 5 
29134,ORIENTAL MINDORO,BANSUD,PAG-ASA, 40 
29135,ORIENTAL MINDORO,BANSUD,POBLACION, 100 
29136,ORIENTAL MINDORO,BANSUD,PROPER BANSUD, 70 
29137,ORIENTAL MINDORO,BANSUD,PROPER TIGUISAN, 17 
29138,ORIENTAL MINDORO,BANSUD,ROSACARA, 14 
29139,ORIENTAL MINDORO,BANSUD,SALCEDO, 64 
29140,ORIENTAL MINDORO,BANSUD,SUMAGUI, 33 
29141,ORIENTAL MINDORO,BANSUD,VILLA PAG-ASA, 41 
29142,ORIENTAL MINDORO,BONGABONG,ANILAO, 43 
29143,ORIENTAL MINDORO,BONGABONG,APLAYA, 50 
29144,ORIENTAL MINDORO,BONGABONG,BAGUMBAYAN I, 55 
29145,ORIENTAL MINDORO,BONGABONG,BAGUMBAYAN II, 37 
29146,ORIENTAL MINDORO,BONGABONG,BATANGAN, 7 
29147,ORIENTAL MINDORO,BONGABONG,BUKAL, 8 
29148,ORIENTAL MINDORO,BONGABONG,CAMANTIGUE, 16 
29149,ORIENTAL MINDORO,BONGABONG,CARMUNDO, 25 
29150,ORIENTAL MINDORO,BONGABONG,CAWAYAN, 46 
29151,ORIENTAL MINDORO,BONGABONG,DAYHAGAN, 22 
29152,ORIENTAL MINDORO,BONGABONG,FORMON, 20 
29153,ORIENTAL MINDORO,BONGABONG,HAGAN, 34 
29154,ORIENTAL MINDORO,BONGABONG,HAGUPIT, 16 
29155,ORIENTAL MINDORO,BONGABONG,IPIL, 34 
29156,ORIENTAL MINDORO,BONGABONG,KALIGTASAN, 28 
29157,ORIENTAL MINDORO,BONGABONG,LABASAN, 71 
29158,ORIENTAL MINDORO,BONGABONG,LABONAN, 28 
29159,ORIENTAL MINDORO,BONGABONG,LIBERTAD, 15 
29160,ORIENTAL MINDORO,BONGABONG,LISAP, 13 
29161,ORIENTAL MINDORO,BONGABONG,LUNA, 20 
29162,ORIENTAL MINDORO,BONGABONG,MALITBOG, 48 
29163,ORIENTAL MINDORO,BONGABONG,MAPANG, 7 
29164,ORIENTAL MINDORO,BONGABONG,MASAGUISI, 48 
29165,ORIENTAL MINDORO,BONGABONG,MINA DE ORO, 20 
29166,ORIENTAL MINDORO,BONGABONG,MORENTE, 14 
29167,ORIENTAL MINDORO,BONGABONG,OGBOT, 28 
29168,ORIENTAL MINDORO,BONGABONG,ORCONUMA, 10 
29169,ORIENTAL MINDORO,BONGABONG,POBLACION, 22 
29170,ORIENTAL MINDORO,BONGABONG,POLUSAHI, 13 
29171,ORIENTAL MINDORO,BONGABONG,SAGANA, 23 
29172,ORIENTAL MINDORO,BONGABONG,SAN ISIDRO, 27 
29173,ORIENTAL MINDORO,BONGABONG,SAN JOSE, 7 
29174,ORIENTAL MINDORO,BONGABONG,SAN JUAN, 6 
29175,ORIENTAL MINDORO,BONGABONG,SANTA CRUZ, 13 
29176,ORIENTAL MINDORO,BONGABONG,SIGANGE, 15 
29177,ORIENTAL MINDORO,BONGABONG,TAWAS, 8 
29178,ORIENTAL MINDORO,BULALACAO (SAN PEDRO),BAGONG SIKAT, 9 
29179,ORIENTAL MINDORO,BULALACAO (SAN PEDRO),BALATASAN, 15 
29180,ORIENTAL MINDORO,BULALACAO (SAN PEDRO),BENLI (MANGYAN SETTLEMENT), 9 
29181,ORIENTAL MINDORO,BULALACAO (SAN PEDRO),CABUGAO, 9 
29182,ORIENTAL MINDORO,BULALACAO (SAN PEDRO),CAMBUNANG (POB.), 16 
29183,ORIENTAL MINDORO,BULALACAO (SAN PEDRO),CAMPAASAN (POB.), 18 
29184,ORIENTAL MINDORO,BULALACAO (SAN PEDRO),MAASIN, 8 
29185,ORIENTAL MINDORO,BULALACAO (SAN PEDRO),MAUJAO, 24 
29186,ORIENTAL MINDORO,BULALACAO (SAN PEDRO),MILAGROSA (GUIOB), 22 
29187,ORIENTAL MINDORO,BULALACAO (SAN PEDRO),NASUKOB (POB.), 25 
29188,ORIENTAL MINDORO,BULALACAO (SAN PEDRO),POBLACION, 29 
29189,ORIENTAL MINDORO,BULALACAO (SAN PEDRO),SAN FRANCISCO (ALIMAWAN), 7 
29190,ORIENTAL MINDORO,BULALACAO (SAN PEDRO),SAN ISIDRO, 5 
29191,ORIENTAL MINDORO,BULALACAO (SAN PEDRO),SAN JUAN, 30 
29192,ORIENTAL MINDORO,BULALACAO (SAN PEDRO),SAN ROQUE (BUYAYAO), 33 
29193,ORIENTAL MINDORO,CALAPAN CITY,BALINGAYAN, 30 
29194,ORIENTAL MINDORO,CALAPAN CITY,BALITE, 83 
29195,ORIENTAL MINDORO,CALAPAN CITY,BARUYAN, 48 
29196,ORIENTAL MINDORO,CALAPAN CITY,BATINO, 21 
29197,ORIENTAL MINDORO,CALAPAN CITY,BAYANAN I, 27 
29198,ORIENTAL MINDORO,CALAPAN CITY,BAYANAN II, 78 
29199,ORIENTAL MINDORO,CALAPAN CITY,BIGA, 47 
29200,ORIENTAL MINDORO,CALAPAN CITY,BONDOC, 4 
29201,ORIENTAL MINDORO,CALAPAN CITY,BUCAYAO, 36 
29202,ORIENTAL MINDORO,CALAPAN CITY,BUHUAN, 17 
29203,ORIENTAL MINDORO,CALAPAN CITY,BULUSAN, 61 
29204,ORIENTAL MINDORO,CALAPAN CITY,CALERO (POB.), 89 
29205,ORIENTAL MINDORO,CALAPAN CITY,CAMANSIHAN, 34 
29206,ORIENTAL MINDORO,CALAPAN CITY,CAMILMIL, 105 
29207,ORIENTAL MINDORO,CALAPAN CITY,CANUBING I, 80 
29208,ORIENTAL MINDORO,CALAPAN CITY,CANUBING II, 51 
29209,ORIENTAL MINDORO,CALAPAN CITY,COMUNAL, 65 
29210,ORIENTAL MINDORO,CALAPAN CITY,GUINOBATAN, 72 
29211,ORIENTAL MINDORO,CALAPAN CITY,GULOD, 10 
29212,ORIENTAL MINDORO,CALAPAN CITY,GUTAD, 29 
29213,ORIENTAL MINDORO,CALAPAN CITY,IBABA EAST (POB.), 26 
29214,ORIENTAL MINDORO,CALAPAN CITY,IBABA WEST (POB.), 53 
29215,ORIENTAL MINDORO,CALAPAN CITY,ILAYA (POB.), 92 
29216,ORIENTAL MINDORO,CALAPAN CITY,LALUD, 107 
29217,ORIENTAL MINDORO,CALAPAN CITY,LAZARETO, 99 
29218,ORIENTAL MINDORO,CALAPAN CITY,LIBIS (POB.), 24 
29219,ORIENTAL MINDORO,CALAPAN CITY,LUMANG BAYAN, 160 
29220,ORIENTAL MINDORO,CALAPAN CITY,MAHAL NA PANGALAN, 36 
29221,ORIENTAL MINDORO,CALAPAN CITY,MAIDLANG, 24 
29222,ORIENTAL MINDORO,CALAPAN CITY,MALAD, 18 
29223,ORIENTAL MINDORO,CALAPAN CITY,MALAMIG, 38 
29224,ORIENTAL MINDORO,CALAPAN CITY,MANAGPI, 57 
29225,ORIENTAL MINDORO,CALAPAN CITY,MASIPIT, 72 
29226,ORIENTAL MINDORO,CALAPAN CITY,NAG-IBA I, 13 
29227,ORIENTAL MINDORO,CALAPAN CITY,NAG-IBA II, 20 
29228,ORIENTAL MINDORO,CALAPAN CITY,NAVOTAS, 4 
29229,ORIENTAL MINDORO,CALAPAN CITY,PACHOCA, 80 
29230,ORIENTAL MINDORO,CALAPAN CITY,PALHI, 49 
29231,ORIENTAL MINDORO,CALAPAN CITY,PANGGALAAN, 7 
29232,ORIENTAL MINDORO,CALAPAN CITY,PARANG, 63 
29233,ORIENTAL MINDORO,CALAPAN CITY,PATAS, 26 
29234,ORIENTAL MINDORO,CALAPAN CITY,PERSONAS, 24 
29235,ORIENTAL MINDORO,CALAPAN CITY,PUTINGTUBIG, 29 
29236,ORIENTAL MINDORO,CALAPAN CITY,SALONG, 41 
29237,ORIENTAL MINDORO,CALAPAN CITY,SAN ANTONIO, 76 
29238,ORIENTAL MINDORO,CALAPAN CITY,SAN VICENTE CENTRAL (POB.), 20 
29239,ORIENTAL MINDORO,CALAPAN CITY,SAN VICENTE EAST (POB.), 21 
29240,ORIENTAL MINDORO,CALAPAN CITY,SAN VICENTE NORTH (POB.), 20 
29241,ORIENTAL MINDORO,CALAPAN CITY,SAN VICENTE SOUTH (POB.), 14 
29242,ORIENTAL MINDORO,CALAPAN CITY,SAN VICENTE WEST (POB.), 16 
29243,ORIENTAL MINDORO,CALAPAN CITY,SANTA CRUZ, 18 
29244,ORIENTAL MINDORO,CALAPAN CITY,SANTA ISABEL, 76 
29245,ORIENTAL MINDORO,CALAPAN CITY,SANTA MARIA VILLAGE, 57 
29246,ORIENTAL MINDORO,CALAPAN CITY,SANTA RITA (BUNGAHAN), 46 
29247,ORIENTAL MINDORO,CALAPAN CITY,SANTO NIÑO, 100 
29248,ORIENTAL MINDORO,CALAPAN CITY,SAPUL, 82 
29249,ORIENTAL MINDORO,CALAPAN CITY,SILONAY, 28 
29250,ORIENTAL MINDORO,CALAPAN CITY,SUQUI, 61 
29251,ORIENTAL MINDORO,CALAPAN CITY,TAWAGAN, 37 
29252,ORIENTAL MINDORO,CALAPAN CITY,TAWIRAN, 66 
29253,ORIENTAL MINDORO,CALAPAN CITY,TIBAG, 49 
29254,ORIENTAL MINDORO,CALAPAN CITY,WAWA, 24 
29255,ORIENTAL MINDORO,GLORIA,AGOS, 19 
29256,ORIENTAL MINDORO,GLORIA,AGSALIN, 19 
29257,ORIENTAL MINDORO,GLORIA,ALMA VILLA, 28 
29258,ORIENTAL MINDORO,GLORIA,ANDRES BONIFACIO, 22 
29259,ORIENTAL MINDORO,GLORIA,BALETE, 42 
29260,ORIENTAL MINDORO,GLORIA,BANUS, 61 
29261,ORIENTAL MINDORO,GLORIA,BANUTAN, 15 
29262,ORIENTAL MINDORO,GLORIA,BULAKLAKAN, 11 
29263,ORIENTAL MINDORO,GLORIA,BUONG LUPA, 4 
29264,ORIENTAL MINDORO,GLORIA,GAUDENCIO ANTONINO, 20 
29265,ORIENTAL MINDORO,GLORIA,GUIMBONAN, 28 
29266,ORIENTAL MINDORO,GLORIA,KAWIT, 22 
29267,ORIENTAL MINDORO,GLORIA,LUCIO LAUREL, 24 
29268,ORIENTAL MINDORO,GLORIA,MACARIO ADRIATICO, 16 
29269,ORIENTAL MINDORO,GLORIA,MALAMIG, 30 
29270,ORIENTAL MINDORO,GLORIA,MALAYONG, 11 
29271,ORIENTAL MINDORO,GLORIA,MALIGAYA (POB.), 58 
29272,ORIENTAL MINDORO,GLORIA,MALUBAY, 18 
29273,ORIENTAL MINDORO,GLORIA,MANGUYANG, 12 
29274,ORIENTAL MINDORO,GLORIA,MARAGOOC, 13 
29275,ORIENTAL MINDORO,GLORIA,MIRAYAN, 3 
29276,ORIENTAL MINDORO,GLORIA,NARRA, 22 
29277,ORIENTAL MINDORO,GLORIA,PAPANDUNGIN, 14 
29278,ORIENTAL MINDORO,GLORIA,SAN ANTONIO, 20 
29279,ORIENTAL MINDORO,GLORIA,SANTA MARIA, 23 
29280,ORIENTAL MINDORO,GLORIA,SANTA THERESA, 19 
29281,ORIENTAL MINDORO,GLORIA,TAMBONG, 42 
29282,ORIENTAL MINDORO,MANSALAY,B. DEL MUNDO, 72 
29283,ORIENTAL MINDORO,MANSALAY,BALUGO, 26 
29284,ORIENTAL MINDORO,MANSALAY,BONBON, 12 
29285,ORIENTAL MINDORO,MANSALAY,BUDBURAN, 13 
29286,ORIENTAL MINDORO,MANSALAY,CABALWA, 11 
29287,ORIENTAL MINDORO,MANSALAY,DON PEDRO, 25 
29288,ORIENTAL MINDORO,MANSALAY,MALIWANAG, 37 
29289,ORIENTAL MINDORO,MANSALAY,MANAUL, 19 
29290,ORIENTAL MINDORO,MANSALAY,PANAYTAYAN, 10 
29291,ORIENTAL MINDORO,MANSALAY,POBLACION, 57 
29292,ORIENTAL MINDORO,MANSALAY,ROMA, 24 
29293,ORIENTAL MINDORO,MANSALAY,SANTA BRIGIDA, 36 
29294,ORIENTAL MINDORO,MANSALAY,SANTA MARIA, 28 
29295,ORIENTAL MINDORO,MANSALAY,SANTA TERESITA, 58 
29296,ORIENTAL MINDORO,MANSALAY,VILLA CELESTIAL, 23 
29297,ORIENTAL MINDORO,MANSALAY,WASIG, 23 
29298,ORIENTAL MINDORO,MANSALAY,WAYGAN, 3 
29299,ORIENTAL MINDORO,NAUJAN,ADRIALUNA, 29 
29300,ORIENTAL MINDORO,NAUJAN,ANDRES ILAGAN (MAG-ASAWANG TUBIG), 12 
29301,ORIENTAL MINDORO,NAUJAN,ANTIPOLO, 7 
29302,ORIENTAL MINDORO,NAUJAN,APITONG, 30 
29303,ORIENTAL MINDORO,NAUJAN,ARANGIN, 45 
29304,ORIENTAL MINDORO,NAUJAN,AURORA, 46 
29305,ORIENTAL MINDORO,NAUJAN,BACUNGAN, 24 
29306,ORIENTAL MINDORO,NAUJAN,BAGONG BUHAY, 22 
29307,ORIENTAL MINDORO,NAUJAN,BALITE, 15 
29308,ORIENTAL MINDORO,NAUJAN,BANCURO, 24 
29309,ORIENTAL MINDORO,NAUJAN,BANUTON, 11 
29310,ORIENTAL MINDORO,NAUJAN,BARCENAGA, 107 
29311,ORIENTAL MINDORO,NAUJAN,BAYANI, 21 
29312,ORIENTAL MINDORO,NAUJAN,BUHANGIN, 21 
29313,ORIENTAL MINDORO,NAUJAN,CABURO, 2 
29314,ORIENTAL MINDORO,NAUJAN,CONCEPCION, 16 
29315,ORIENTAL MINDORO,NAUJAN,DAO, 9 
29316,ORIENTAL MINDORO,NAUJAN,DEL PILAR, 37 
29317,ORIENTAL MINDORO,NAUJAN,ESTRELLA, 43 
29318,ORIENTAL MINDORO,NAUJAN,EVANGELISTA, 75 
29319,ORIENTAL MINDORO,NAUJAN,GAMAO, 15 
29320,ORIENTAL MINDORO,NAUJAN,GENERAL ESCO, 20 
29321,ORIENTAL MINDORO,NAUJAN,HERRERA, 7 
29322,ORIENTAL MINDORO,NAUJAN,INARAWAN, 34 
29323,ORIENTAL MINDORO,NAUJAN,KALINISAN, 23 
29324,ORIENTAL MINDORO,NAUJAN,LAGUNA, 14 
29325,ORIENTAL MINDORO,NAUJAN,MABINI, 5 
29326,ORIENTAL MINDORO,NAUJAN,MAHABANG PARANG, 14 
29327,ORIENTAL MINDORO,NAUJAN,MALAYA, 14 
29328,ORIENTAL MINDORO,NAUJAN,MALINAO, 32 
29329,ORIENTAL MINDORO,NAUJAN,MALVAR, 78 
29330,ORIENTAL MINDORO,NAUJAN,MASAGANA, 15 
29331,ORIENTAL MINDORO,NAUJAN,MASAGUING, 13 
29332,ORIENTAL MINDORO,NAUJAN,MELGAR A, 23 
29333,ORIENTAL MINDORO,NAUJAN,MELGAR B, 17 
29334,ORIENTAL MINDORO,NAUJAN,METOLZA, 26 
29335,ORIENTAL MINDORO,NAUJAN,MONTELAGO, 29 
29336,ORIENTAL MINDORO,NAUJAN,MONTEMAYOR, 2 
29337,ORIENTAL MINDORO,NAUJAN,MOTODERAZO, 24 
29338,ORIENTAL MINDORO,NAUJAN,MULAWIN, 11 
29339,ORIENTAL MINDORO,NAUJAN,NAG-IBA I, 23 
29340,ORIENTAL MINDORO,NAUJAN,NAG-IBA II, 23 
29341,ORIENTAL MINDORO,NAUJAN,PAGKAKAISA, 22 
29342,ORIENTAL MINDORO,NAUJAN,PAITAN, 6 
29343,ORIENTAL MINDORO,NAUJAN,PANIQUIAN, 14 
29344,ORIENTAL MINDORO,NAUJAN,PINAGSABANGAN I, 28 
29345,ORIENTAL MINDORO,NAUJAN,PINAGSABANGAN II, 39 
29346,ORIENTAL MINDORO,NAUJAN,PIÑAHAN, 17 
29347,ORIENTAL MINDORO,NAUJAN,POBLACION I (BARANGAY I), 16 
29348,ORIENTAL MINDORO,NAUJAN,POBLACION II (BARANGAY II), 13 
29349,ORIENTAL MINDORO,NAUJAN,POBLACION III (BARANGAY III), 14 
29350,ORIENTAL MINDORO,NAUJAN,SAMPAGUITA, 38 
29351,ORIENTAL MINDORO,NAUJAN,SAN AGUSTIN I, 31 
29352,ORIENTAL MINDORO,NAUJAN,SAN AGUSTIN II, 14 
29353,ORIENTAL MINDORO,NAUJAN,SAN ANDRES, 5 
29354,ORIENTAL MINDORO,NAUJAN,SAN ANTONIO, 6 
29355,ORIENTAL MINDORO,NAUJAN,SAN CARLOS, 7 
29356,ORIENTAL MINDORO,NAUJAN,SAN ISIDRO, 16 
29357,ORIENTAL MINDORO,NAUJAN,SAN JOSE, 9 
29358,ORIENTAL MINDORO,NAUJAN,SAN LUIS, 7 
29359,ORIENTAL MINDORO,NAUJAN,SAN NICOLAS, 8 
29360,ORIENTAL MINDORO,NAUJAN,SAN PEDRO, 22 
29361,ORIENTAL MINDORO,NAUJAN,SANTA CRUZ, 18 
29362,ORIENTAL MINDORO,NAUJAN,SANTA ISABEL, 23 
29363,ORIENTAL MINDORO,NAUJAN,SANTA MARIA, 34 
29364,ORIENTAL MINDORO,NAUJAN,SANTIAGO, 49 
29365,ORIENTAL MINDORO,NAUJAN,SANTO NIÑO, 24 
29366,ORIENTAL MINDORO,NAUJAN,TAGUMPAY, 30 
29367,ORIENTAL MINDORO,NAUJAN,TIGKAN, 19 
29368,ORIENTAL MINDORO,PINAMALAYAN,ANOLING, 24 
29369,ORIENTAL MINDORO,PINAMALAYAN,BACUNGAN, 17 
29370,ORIENTAL MINDORO,PINAMALAYAN,BANGBANG, 14 
29371,ORIENTAL MINDORO,PINAMALAYAN,BANILAD, 17 
29372,ORIENTAL MINDORO,PINAMALAYAN,BULI, 30 
29373,ORIENTAL MINDORO,PINAMALAYAN,CACAWAN, 79 
29374,ORIENTAL MINDORO,PINAMALAYAN,CALINGAG, 14 
29375,ORIENTAL MINDORO,PINAMALAYAN,DEL RAZON, 20 
29376,ORIENTAL MINDORO,PINAMALAYAN,GUINHAWA, 32 
29377,ORIENTAL MINDORO,PINAMALAYAN,INCLANAY, 15 
29378,ORIENTAL MINDORO,PINAMALAYAN,LUMANGBAYAN, 24 
29379,ORIENTAL MINDORO,PINAMALAYAN,MALAYA, 12 
29380,ORIENTAL MINDORO,PINAMALAYAN,MALIANGCOG, 22 
29381,ORIENTAL MINDORO,PINAMALAYAN,MANINGCOL, 25 
29382,ORIENTAL MINDORO,PINAMALAYAN,MARAYOS, 13 
29383,ORIENTAL MINDORO,PINAMALAYAN,MARFRANCISCO, 114 
29384,ORIENTAL MINDORO,PINAMALAYAN,NABUSLOT, 37 
29385,ORIENTAL MINDORO,PINAMALAYAN,PAGALAGALA, 23 
29386,ORIENTAL MINDORO,PINAMALAYAN,PALAYAN, 31 
29387,ORIENTAL MINDORO,PINAMALAYAN,PAMBISAN MALAKI, 15 
29388,ORIENTAL MINDORO,PINAMALAYAN,PAMBISAN MUNTI, 19 
29389,ORIENTAL MINDORO,PINAMALAYAN,PANGGULAYAN, 26 
29390,ORIENTAL MINDORO,PINAMALAYAN,PAPANDAYAN, 81 
29391,ORIENTAL MINDORO,PINAMALAYAN,PILI, 31 
29392,ORIENTAL MINDORO,PINAMALAYAN,QUINABIGAN, 28 
29393,ORIENTAL MINDORO,PINAMALAYAN,RANZO, 14 
29394,ORIENTAL MINDORO,PINAMALAYAN,ROSARIO, 27 
29395,ORIENTAL MINDORO,PINAMALAYAN,SABANG, 24 
29396,ORIENTAL MINDORO,PINAMALAYAN,SANTA ISABEL, 32 
29397,ORIENTAL MINDORO,PINAMALAYAN,SANTA MARIA, 26 
29398,ORIENTAL MINDORO,PINAMALAYAN,SANTA RITA, 41 
29399,ORIENTAL MINDORO,PINAMALAYAN,SANTO NIÑO, 23 
29400,ORIENTAL MINDORO,PINAMALAYAN,WAWA, 53 
29401,ORIENTAL MINDORO,PINAMALAYAN,ZONE I (POB.), 43 
29402,ORIENTAL MINDORO,PINAMALAYAN,ZONE II (POB.), 49 
29403,ORIENTAL MINDORO,PINAMALAYAN,ZONE III (POB.), 45 
29404,ORIENTAL MINDORO,PINAMALAYAN,ZONE IV (POB.), 20 
29405,ORIENTAL MINDORO,POLA,BACAWAN, 8 
29406,ORIENTAL MINDORO,POLA,BACUNGAN, 10 
29407,ORIENTAL MINDORO,POLA,BATUHAN, 34 
29408,ORIENTAL MINDORO,POLA,BAYANAN, 23 
29409,ORIENTAL MINDORO,POLA,BIGA, 15 
29410,ORIENTAL MINDORO,POLA,BUHAY NA TUBIG, 6 
29411,ORIENTAL MINDORO,POLA,CALIMA, 26 
29412,ORIENTAL MINDORO,POLA,CALUBASANHON, 21 
29413,ORIENTAL MINDORO,POLA,CAMPAMENTO, 7 
29414,ORIENTAL MINDORO,POLA,CASILIGAN, 21 
