source_brgy,expected_brgy,source_municity,expected_municity,source_prov,expected_prov,expected_psgc,expected_match_type
,,ALMERIA,ALMERIA,Biliran,BILIRAN,087801000,Exact
Caucab,CAUCAB,ALMERIA,ALMERIA,Biliran,BILIRAN,087801001,Exact
Iyosan,IYOSAN,ALMERIA,ALMERIA,Biliran,BILIRAN,087801002,Exact
Jamorawon,JAMORAWON,ALMERIA,ALMERIA,Biliran,BILIRAN,087801003,Exact
Lo-ok,LO-OK,ALMERIA,ALMERIA,Biliran,BILIRAN,087801004,Exact
Matanga,MATANGA,ALMERIA,ALMERIA,Biliran,BILIRAN,087801005,Exact
Pili,PILI,ALMERIA,ALMERIA,Biliran,BILIRAN,087801006,Exact
Pulang Bato,PULANG BATO,ALMERIA,ALMERIA,Biliran,BILIRAN,087801008,Exact
Salangi,SALANGI,ALMERIA,ALMERIA,Biliran,BILIRAN,087801009,Exact
Sampao,SAMPAO,ALMERIA,ALMERIA,Biliran,BILIRAN,087801010,Exact
Tabunan,TABUNAN,ALMERIA,ALMERIA,Biliran,BILIRAN,087801011,Exact
Talahid,TALAHID,ALMERIA,ALMERIA,Biliran,BILIRAN,087801012,Exact
Tamarindo,TAMARINDO,ALMERIA,ALMERIA,Biliran,BILIRAN,087801013,Exact
,,BILIRAN,BILIRAN,Biliran,BILIRAN,087802000,Exact
Bato,BATO,BILIRAN,BILIRAN,Biliran,BILIRAN,087802001,Exact
Busali,BUSALI,BILIRAN,BILIRAN,Biliran,BILIRAN,087802003,Exact
Canila,CANILA,BILIRAN,BILIRAN,Biliran,BILIRAN,087802006,Exact
Hugpa,HUGPA,BILIRAN,BILIRAN,Biliran,BILIRAN,087802004,Exact
Julita,JULITA,BILIRAN,BILIRAN,Biliran,BILIRAN,087802005,Exact
Pinangumhan,PINANGUMHAN,BILIRAN,BILIRAN,Biliran,BILIRAN,087802007,Exact
San Isidro (Pob.),SAN ISIDRO,BILIRAN,BILIRAN,Biliran,BILIRAN,087802008,Ambiguous
San Roque (Pob.),SAN ROQUE,BILIRAN,BILIRAN,Biliran,BILIRAN,087802009,Ambiguous
Sanggalang,SANGGALANG,BILIRAN,BILIRAN,Biliran,BILIRAN,087802010,Exact
Villa Enage (Baras),VILLA ENAGE,BILIRAN,BILIRAN,Biliran,BILIRAN,087802011,Ambiguous
,,CABUCGAYA,CABUCGAYAN,Biliran,BILIRAN,087803000,Ambiguous
Balaquid,BALAQUID,CABUCGAYA,CABUCGAYAN,Biliran,BILIRAN,087803001,Ambiguous
Baso,BASO,CABUCGAYA,CABUCGAYAN,Biliran,BILIRAN,087803002,Ambiguous
Bunga,BUNGA,CABUCGAYA,CABUCGAYAN,Biliran,BILIRAN,087803003,Ambiguous
Caanibongan,CAANIBONGAN,CABUCGAYA,CABUCGAYAN,Biliran,BILIRAN,087803004,Ambiguous
Casiawan,CASIAWAN,CABUCGAYA,CABUCGAYAN,Biliran,BILIRAN,087803005,Ambiguous
Esperanza (Pob.),ESPERANZA,CABUCGAYA,CABUCGAYAN,Biliran,BILIRAN,087803007,Ambiguous
Langgao,LANGGAO,CABUCGAYA,CABUCGAYAN,Biliran,BILIRAN,087803008,Ambiguous
Looc,LOOC,CABUCGAYA,CABUCGAYAN,Biliran,BILIRAN,087803010,Ambiguous
Magbangon (Pob.),MAGBANGON,CABUCGAYA,CABUCGAYAN,Biliran,BILIRAN,087803011,Ambiguous
Pawikan,PAWIKAN,CABUCGAYA,CABUCGAYAN,Biliran,BILIRAN,087803012,Ambiguous
Salawad,SALAWAD,CABUCGAYA,CABUCGAYAN,Biliran,BILIRAN,087803013,Ambiguous
Talibong,TALIBONG,CABUCGAYA,CABUCGAYAN,Biliran,BILIRAN,087803014,Ambiguous
,,CAIBIRAN,CAIBIRAN,Biliran,BILIRAN,087804000,Exact
Alegria,ALEGRIA,CAIBIRAN,CAIBIRAN,Biliran,BILIRAN,087804001,Exact
Asug,ASUG,CAIBIRAN,CAIBIRAN,Biliran,BILIRAN,087804002,Exact
Bari-is,BARI-IS,CAIBIRAN,CAIBIRAN,Biliran,BILIRAN,087804003,Exact
Binohangan,BINOHANGAN,CAIBIRAN,CAIBIRAN,Biliran,BILIRAN,087804004,Exact
Cabibihan,CABIBIHAN,CAIBIRAN,CAIBIRAN,Biliran,BILIRAN,087804005,Exact
Caulangohan (Marevil),CAULANGOHAN,CAIBIRAN,CAIBIRAN,Biliran,BILIRAN,087804010,Ambiguous
Kawayanon,KAWAYANON,CAIBIRAN,CAIBIRAN,Biliran,BILIRAN,087804006,Exact
Manlabang,MANLABANG,CAIBIRAN,CAIBIRAN,Biliran,BILIRAN,087804009,Exact
Maurang,MAURANG,CAIBIRAN,CAIBIRAN,Biliran,BILIRAN,087804011,Exact
Palanay (Pob.),PALANAY,CAIBIRAN,CAIBIRAN,Biliran,BILIRAN,087804012,Ambiguous
Palengke (Pob.),PALENGKE,CAIBIRAN,CAIBIRAN,Biliran,BILIRAN,087804013,Ambiguous
Tomalistis,TOMALISTIS,CAIBIRAN,CAIBIRAN,Biliran,BILIRAN,087804014,Exact
Union,UNION,CAIBIRAN,CAIBIRAN,Biliran,BILIRAN,087804015,Exact
Uson,USON,CAIBIRAN,CAIBIRAN,Biliran,BILIRAN,087804016,Exact
Victory (Pob.),VICTORY,CAIBIRAN,CAIBIRAN,Biliran,BILIRAN,087804017,Ambiguous
Villa Vicenta (Mainit),VILLA VICENTA,CAIBIRAN,CAIBIRAN,Biliran,BILIRAN,087804018,Ambiguous
,,CULABA,CULABA,Biliran,BILIRAN,087805000,Exact
Acaban,ACABAN,CULABA,CULABA,Biliran,BILIRAN,087805001,Exact
Bacolod,BACOLOD,CULABA,CULABA,Biliran,BILIRAN,087805002,Exact
Binongtoan,BINONGTOAN,CULABA,CULABA,Biliran,BILIRAN,087805003,Exact
Bool Central (Pob.),BOOL CENTRAL,CULABA,CULABA,Biliran,BILIRAN,087805004,Ambiguous
Bool East (Pob.),BOOL EAST,CULABA,CULABA,Biliran,BILIRAN,087805005,Ambiguous
Bool West (Pob.),BOOL WEST,CULABA,CULABA,Biliran,BILIRAN,087805006,Ambiguous
Calipayan,CALIPAYAN,CULABA,CULABA,Biliran,BILIRAN,087805007,Exact
Culaba Central (Pob.),CULABA CENTRAL,CULABA,CULABA,Biliran,BILIRAN,087805014,Ambiguous
Guindapunan,GUINDAPUNAN,CULABA,CULABA,Biliran,BILIRAN,087805008,Exact
Habuhab,HABUHAB,CULABA,CULABA,Biliran,BILIRAN,087805009,Exact
Marvel (Pob.),MARVEL,CULABA,CULABA,Biliran,BILIRAN,087805011,Ambiguous
Patag,PATAG,CULABA,CULABA,Biliran,BILIRAN,087805012,Exact
Pinamihagan,PINAMIHAGAN,CULABA,CULABA,Biliran,BILIRAN,087805013,Exact
Salvacion,SALVACION,CULABA,CULABA,Biliran,BILIRAN,087805015,Exact
San Roque,SAN ROQUE,CULABA,CULABA,Biliran,BILIRAN,087805016,Exact
Virginia (Pob.),VIRGINIA,CULABA,CULABA,Biliran,BILIRAN,087805017,Ambiguous
,,KAWAYAN,KAWAYAN,Biliran,BILIRAN,087806000,Exact
Baganito,BAGANITO,KAWAYAN,KAWAYAN,Biliran,BILIRAN,087806001,Exact
Balacson,BALACSON,KAWAYAN,KAWAYAN,Biliran,BILIRAN,087806002,Exact
Balite,BALITE,KAWAYAN,KAWAYAN,Biliran,BILIRAN,087806017,Exact
Bilwang,BILWANG,KAWAYAN,KAWAYAN,Biliran,BILIRAN,087806003,Exact
Bulalacao,BULALACAO,KAWAYAN,KAWAYAN,Biliran,BILIRAN,087806004,Exact
Buyo,BUYO,KAWAYAN,KAWAYAN,Biliran,BILIRAN,087806018,Exact
Inasuyan,INASUYAN,KAWAYAN,KAWAYAN,Biliran,BILIRAN,087806006,Exact
Kansanok,KANSANOK,KAWAYAN,KAWAYAN,Biliran,BILIRAN,087806007,Exact
Mada-o,MADA-O,KAWAYAN,KAWAYAN,Biliran,BILIRAN,087806008,Exact
Mapuyo,MAPUYO,KAWAYAN,KAWAYAN,Biliran,BILIRAN,087806009,Exact
Masagaosao,MASAGAOSAO,KAWAYAN,KAWAYAN,Biliran,BILIRAN,087806010,Exact
Masagongsong,MASAGONGSONG,KAWAYAN,KAWAYAN,Biliran,BILIRAN,087806011,Exact
Poblacion,POBLACION,KAWAYAN,KAWAYAN,Biliran,BILIRAN,087806012,Exact
San Lorenzo,SAN LORENZO,KAWAYAN,KAWAYAN,Biliran,BILIRAN,087806020,Exact
Tabunan North,TABUNAN NORTH,KAWAYAN,KAWAYAN,Biliran,BILIRAN,087806013,Exact
Tubig Guinoo,TUBIG GUINOO,KAWAYAN,KAWAYAN,Biliran,BILIRAN,087806014,Exact
Tucdao,TUCDAO,KAWAYAN,KAWAYAN,Biliran,BILIRAN,087806015,Exact
Ungale,UNGALE,KAWAYAN,KAWAYAN,Biliran,BILIRAN,087806016,Exact
Villa Cornejo (Looc),VILLA CORNEJO,KAWAYAN,KAWAYAN,Biliran,BILIRAN,087806019,Ambiguous
,,MARIPIPI,MARIPIPI,Biliran,BILIRAN,087807000,Exact
Agutay,AGUTAY,MARIPIPI,MARIPIPI,Biliran,BILIRAN,087807001,Exact
Banlas,BANLAS,MARIPIPI,MARIPIPI,Biliran,BILIRAN,087807002,Exact
Binalayan East,BINALAYAN EAST,MARIPIPI,MARIPIPI,Biliran,BILIRAN,087807005,Exact
Binalayan West,BINALAYAN WEST,MARIPIPI,MARIPIPI,Biliran,BILIRAN,087807004,Exact
Binongto-an (Poblacion Norte),BINONGTO-AN,MARIPIPI,MARIPIPI,Biliran,BILIRAN,087807015,Ambiguous
Burabod,BURABOD,MARIPIPI,MARIPIPI,Biliran,BILIRAN,087807008,Exact
Calbani,CALBANI,MARIPIPI,MARIPIPI,Biliran,BILIRAN,087807009,Exact
Canduhao,CANDUHAO,MARIPIPI,MARIPIPI,Biliran,BILIRAN,087807010,Exact
Casibang,CASIBANG,MARIPIPI,MARIPIPI,Biliran,BILIRAN,087807011,Exact
Danao,DANAO,MARIPIPI,MARIPIPI,Biliran,BILIRAN,087807012,Exact
Ermita (Poblacion Sur),ERMITA,MARIPIPI,MARIPIPI,Biliran,BILIRAN,087807016,Ambiguous
Ol-og,OL-OG,MARIPIPI,MARIPIPI,Biliran,BILIRAN,087807014,Exact
Trabugan,TRABUGAN,MARIPIPI,MARIPIPI,Biliran,BILIRAN,087807017,Exact
Viga,VIGA,MARIPIPI,MARIPIPI,Biliran,BILIRAN,087807018,Exact
,,NAVAL,NAVAL,Biliran,BILIRAN,087808000,Exact
Agpangi,AGPANGI,NAVAL,NAVAL,Biliran,BILIRAN,087808001,Exact
Anislagan,ANISLAGAN,NAVAL,NAVAL,Biliran,BILIRAN,087808002,Exact
Atipolo,ATIPOLO,NAVAL,NAVAL,Biliran,BILIRAN,087808003,Exact
Borac,BORAC,NAVAL,NAVAL,Biliran,BILIRAN,087808021,Exact
Cabungaan,CABUNGAAN,NAVAL,NAVAL,Biliran,BILIRAN,087808022,Exact
Calumpang,CALUMPANG,NAVAL,NAVAL,Biliran,BILIRAN,087808004,Exact
Capinhan,CAPIÑAHAN,NAVAL,NAVAL,Biliran,BILIRAN,087808005,Ambiguous
Caraycaray,CARAYCARAY,NAVAL,NAVAL,Biliran,BILIRAN,087808006,Exact
Catmon,CATMON,NAVAL,NAVAL,Biliran,BILIRAN,087808007,Exact
Haguikhikan,HAGUIKHIKAN,NAVAL,NAVAL,Biliran,BILIRAN,087808008,Exact
Imelda,IMELDA,NAVAL,NAVAL,Biliran,BILIRAN,087808023,Exact
Larrazabal,LARRAZABAL,NAVAL,NAVAL,Biliran,BILIRAN,087808024,Exact
Libertad,LIBERTAD,NAVAL,NAVAL,Biliran,BILIRAN,087808010,Exact
Libtong,LIBTONG,NAVAL,NAVAL,Biliran,BILIRAN,087808025,Exact
Lico,LICO,NAVAL,NAVAL,Biliran,BILIRAN,087808012,Exact
Lucsoon,LUCSOON,NAVAL,NAVAL,Biliran,BILIRAN,087808013,Exact
Mabini,MABINI,NAVAL,NAVAL,Biliran,BILIRAN,087808014,Exact
Padre Inocentes Garcia (Pob.),PADRE INOCENTES GARCIA,NAVAL,NAVAL,Biliran,BILIRAN,087808009,Ambiguous
Padre Sergio Eamiguel,PADRE SERGIO EAMIGUEL,NAVAL,NAVAL,Biliran,BILIRAN,087808026,Exact
Sabang,SABANG,NAVAL,NAVAL,Biliran,BILIRAN,087808027,Exact
San Pablo,SAN PABLO,NAVAL,NAVAL,Biliran,BILIRAN,087808015,Exact
Santissimo Rosario Pob. (Santo Ros,SANTISSIMO ROSARIO,NAVAL,NAVAL,Biliran,BILIRAN,087808017,Ambiguous
Santo Ni������������o,SANTO NINO,NAVAL,NAVAL,Biliran,BILIRAN,087808016,Ambiguous
Talustusan,TALUSTUSAN,NAVAL,NAVAL,Biliran,BILIRAN,087808018,Exact
Villa Caneja,VILLA CANEJA,NAVAL,NAVAL,Biliran,BILIRAN,087808019,Exact
Villa Consuelo,VILLA CONSUELO,NAVAL,NAVAL,Biliran,BILIRAN,087808020,Exact
,,BASUD,BASUD,Camarines Norte,CAMARINES NORTE,051601000,Exact
Laniton,LANITON,BASUD,BASUD,Camarines Norte,CAMARINES NORTE,051601008,Exact
Matnog,MATNOG,BASUD,BASUD,Camarines Norte,CAMARINES NORTE,051601016,Exact
Bactas,BACTAS,BASUD,BASUD,Camarines Norte,CAMARINES NORTE,051601002,Exact
Poblacion 1,POBLACION 1,BASUD,BASUD,Camarines Norte,CAMARINES NORTE,051601022,Exact
Poblacion 2,POBLACION 2,BASUD,BASUD,Camarines Norte,CAMARINES NORTE,051601034,Exact
Mocong,MOCONG,BASUD,BASUD,Camarines Norte,CAMARINES NORTE,051601017,Exact
Hinampacan,HINAMPACAN,BASUD,BASUD,Camarines Norte,CAMARINES NORTE,051601006,Exact
Taba-taba,TABA-TABA,BASUD,BASUD,Camarines Norte,CAMARINES NORTE,051601030,Exact
Tuaca,TUACA,BASUD,BASUD,Camarines Norte,CAMARINES NORTE,051601033,Exact
Guinatungan,GUINATUNGAN,BASUD,BASUD,Camarines Norte,CAMARINES NORTE,051601005,Exact
Plaridel (Basud),PLARIDEL,BASUD,BASUD,Camarines Norte,CAMARINES NORTE,051601021,Ambiguous
Caayunan,CAAYUNAN,BASUD,BASUD,Camarines Norte,CAMARINES NORTE,051601004,Exact
San Felipe,SAN FELIPE,BASUD,BASUD,Camarines Norte,CAMARINES NORTE,051601025,Exact
Binatagan,BINATAGAN,BASUD,BASUD,Camarines Norte,CAMARINES NORTE,051601003,Exact
Mantugawe,MANTUGAWE,BASUD,BASUD,Camarines Norte,CAMARINES NORTE,051601015,Exact
Langa,LANGA,BASUD,BASUD,Camarines Norte,CAMARINES NORTE,051601007,Exact
Pagsangahan,PAGSANGAHAN,BASUD,BASUD,Camarines Norte,CAMARINES NORTE,051601019,Exact
San Jose (Basud),SAN JOSE,BASUD,BASUD,Camarines Norte,CAMARINES NORTE,051601027,Ambiguous
Manmuntay,MANMUNTAY,BASUD,BASUD,Camarines Norte,CAMARINES NORTE,051601014,Exact
Mampili,MAMPILI,BASUD,BASUD,Camarines Norte,CAMARINES NORTE,051601010,Exact
Tacad,TACAD,BASUD,BASUD,Camarines Norte,CAMARINES NORTE,051601031,Exact
Angas,ANGAS,BASUD,BASUD,Camarines Norte,CAMARINES NORTE,051601001,Exact
Oliva,OLIVA,BASUD,BASUD,Camarines Norte,CAMARINES NORTE,051601018,Exact
Taisan,TAISAN,BASUD,BASUD,Camarines Norte,CAMARINES NORTE,051601032,Exact
Pinagwarasan,PINAGWARASAN,BASUD,BASUD,Camarines Norte,CAMARINES NORTE,051601020,Exact
Mandazo,MANDAZO,BASUD,BASUD,Camarines Norte,CAMARINES NORTE,051601011,Exact
Mangcamagong,MANGCAMAGONG,BASUD,BASUD,Camarines Norte,CAMARINES NORTE,051601012,Exact
Lidong,LIDONG,BASUD,BASUD,Camarines Norte,CAMARINES NORTE,051601009,Exact
San Pascual,SAN PASCUAL,BASUD,BASUD,Camarines Norte,CAMARINES NORTE,051601028,Exact
,,CAPALONGA,CAPALONGA,Camarines Norte,CAMARINES NORTE,051602000,Exact
Mabini,MABINI,CAPALONGA,CAPALONGA,Camarines Norte,CAMARINES NORTE,051602010,Exact
Villa Aurora,VILLA AURORA,CAPALONGA,CAPALONGA,Camarines Norte,CAMARINES NORTE,051602021,Exact
Binawangan,BINAWANGAN,CAPALONGA,CAPALONGA,Camarines Norte,CAMARINES NORTE,051602002,Exact
Del Pilar,DEL PILAR,CAPALONGA,CAPALONGA,Camarines Norte,CAMARINES NORTE,051602007,Exact
Villa Belen,VILLA BELEN,CAPALONGA,CAPALONGA,Camarines Norte,CAMARINES NORTE,051602022,Exact
San Antonio (Capalonga),SAN ANTONIO,CAPALONGA,CAPALONGA,Camarines Norte,CAMARINES NORTE,051602016,Ambiguous
Lucbanan,LUCBANAN,CAPALONGA,CAPALONGA,Camarines Norte,CAMARINES NORTE,051602009,Exact
Magsaysay,MAGSAYSAY,CAPALONGA,CAPALONGA,Camarines Norte,CAMARINES NORTE,051602015,Exact
Tanawan,TANAWAN,CAPALONGA,CAPALONGA,Camarines Norte,CAMARINES NORTE,051602019,Exact
Mataque,MATAQUE,CAPALONGA,CAPALONGA,Camarines Norte,CAMARINES NORTE,051602012,Exact
Old Camp,OLD CAMP,CAPALONGA,CAPALONGA,Camarines Norte,CAMARINES NORTE,051602013,Exact
Poblacion (Capalonga),POBLACION,CAPALONGA,CAPALONGA,Camarines Norte,CAMARINES NORTE,051602014,Ambiguous
Itok,ITOK,CAPALONGA,CAPALONGA,Camarines Norte,CAMARINES NORTE,051602008,Exact
Calabaca,CALABACA,CAPALONGA,CAPALONGA,Camarines Norte,CAMARINES NORTE,051602003,Exact
Camagsaan,CAMAGSAAN,CAPALONGA,CAPALONGA,Camarines Norte,CAMARINES NORTE,051602004,Exact
Mactang,MACTANG,CAPALONGA,CAPALONGA,Camarines Norte,CAMARINES NORTE,051602011,Exact
Ubang,UBANG,CAPALONGA,CAPALONGA,Camarines Norte,CAMARINES NORTE,051602020,Exact
Catabaguangan,CATABAGUANGAN,CAPALONGA,CAPALONGA,Camarines Norte,CAMARINES NORTE,051602005,Exact
Alayao,ALAYAO,CAPALONGA,CAPALONGA,Camarines Norte,CAMARINES NORTE,051602001,Exact
San Isidro (Capalonga),SAN ISIDRO,CAPALONGA,CAPALONGA,Camarines Norte,CAMARINES NORTE,051602017,Ambiguous
Catioan,CATIOAN,CAPALONGA,CAPALONGA,Camarines Norte,CAMARINES NORTE,051602006,Exact
San Roque (Capalonga),SAN ROQUE,CAPALONGA,CAPALONGA,Camarines Norte,CAMARINES NORTE,051602018,Ambiguous
,,DAET,DAET,Camarines Norte,CAMARINES NORTE,051603000,Exact
Mancruz,MANCRUZ,DAET,DAET,Camarines Norte,CAMARINES NORTE,051603021,Exact
Alawihao,ALAWIHAO,DAET,DAET,Camarines Norte,CAMARINES NORTE,051603001,Exact
Calasgasan,CALASGASAN,DAET,DAET,Camarines Norte,CAMARINES NORTE,051603006,Exact
Magang,MAGANG,DAET,DAET,Camarines Norte,CAMARINES NORTE,051603018,Exact
Pamorangon,PAMORANGON,DAET,DAET,Camarines Norte,CAMARINES NORTE,051603023,Exact
Cobangbang (Carumpit),COBANGBANG,DAET,DAET,Camarines Norte,CAMARINES NORTE,051603008,Ambiguous
Mambalite,MAMBALITE,DAET,DAET,Camarines Norte,CAMARINES NORTE,051603019,Exact
San Isidro (Daet),SAN ISIDRO,DAET,DAET,Camarines Norte,CAMARINES NORTE,051603032,Ambiguous
Gubat,GUBAT,DAET,DAET,Camarines Norte,CAMARINES NORTE,051603014,Exact
Barangay VIII (Daet),BARANGAY VIII,DAET,DAET,Camarines Norte,CAMARINES NORTE,051603031,Ambiguous
Barangay V (Daet),BARANGAY V,DAET,DAET,Camarines Norte,CAMARINES NORTE,051603028,Ambiguous
Gahonon,GAHONON,DAET,DAET,Camarines Norte,CAMARINES NORTE,051603013,Exact
Borabod,BORABOD,DAET,DAET,Camarines Norte,CAMARINES NORTE,051603005,Exact
Awitan,AWITAN,DAET,DAET,Camarines Norte,CAMARINES NORTE,051603002,Exact
Bagasbas,BAGASBAS,DAET,DAET,Camarines Norte,CAMARINES NORTE,051603003,Exact
Dogongan,DOGONGAN,DAET,DAET,Camarines Norte,CAMARINES NORTE,051603012,Exact
Bibirao,BIBIRAO,DAET,DAET,Camarines Norte,CAMARINES NORTE,051603004,Exact
Barangay VII (Daet),BARANGAY VII,DAET,DAET,Camarines Norte,CAMARINES NORTE,051603030,Ambiguous
Barangay VI (Daet),BARANGAY VI,DAET,DAET,Camarines Norte,CAMARINES NORTE,051603029,Ambiguous
Barangay IV (Daet),BARANGAY IV,DAET,DAET,Camarines Norte,CAMARINES NORTE,051603027,Ambiguous
Lag-On,LAG-ON,DAET,DAET,Camarines Norte,CAMARINES NORTE,051603015,Exact
Barangay III (Daet),BARANGAY III,DAET,DAET,Camarines Norte,CAMARINES NORTE,051603026,Ambiguous
Barangay I (Daet),BARANGAY I,DAET,DAET,Camarines Norte,CAMARINES NORTE,051603024,Ambiguous
Barangay II (Daet),BARANGAY II,DAET,DAET,Camarines Norte,CAMARINES NORTE,051603025,Ambiguous
Camambugan,CAMAMBUGAN,DAET,DAET,Camarines Norte,CAMARINES NORTE,051603007,Exact
,,JOSE PANGANIBAN,JOSE PANGANIBAN,Camarines Norte,CAMARINES NORTE,051605000,Exact
Nakalaya,NAKALAYA,JOSE PANGANIBAN,JOSE PANGANIBAN,Camarines Norte,CAMARINES NORTE,051605009,Exact
Santa Rosa Sur,SANTA ROSA SUR,JOSE PANGANIBAN,JOSE PANGANIBAN,Camarines Norte,CAMARINES NORTE,051605026,Exact
Parang,PARANG,JOSE PANGANIBAN,JOSE PANGANIBAN,Camarines Norte,CAMARINES NORTE,051605012,Exact
Santa Milagrosa,SANTA MILAGROSA,JOSE PANGANIBAN,JOSE PANGANIBAN,Camarines Norte,CAMARINES NORTE,051605024,Exact
Larap,LARAP,JOSE PANGANIBAN,JOSE PANGANIBAN,Camarines Norte,CAMARINES NORTE,051605005,Exact
Calero,CALERO,JOSE PANGANIBAN,JOSE PANGANIBAN,Camarines Norte,CAMARINES NORTE,051605002,Exact
Osmena,OSMENA,JOSE PANGANIBAN,JOSE PANGANIBAN,Camarines Norte,CAMARINES NORTE,051605010,Exact
Pag-Asa (Panganiban),PAG-ASA,JOSE PANGANIBAN,JOSE PANGANIBAN,Camarines Norte,CAMARINES NORTE,051605011,Ambiguous
Luklukan Sur,LUKLUKAN SUR,JOSE PANGANIBAN,JOSE PANGANIBAN,Camarines Norte,CAMARINES NORTE,051605007,Exact
Dahican,DAHICAN,JOSE PANGANIBAN,JOSE PANGANIBAN,Camarines Norte,CAMARINES NORTE,051605003,Exact
San Jose (Panganiban),SAN JOSE,JOSE PANGANIBAN,JOSE PANGANIBAN,Camarines Norte,CAMARINES NORTE,051605018,Ambiguous
San Martin,SAN MARTIN,JOSE PANGANIBAN,JOSE PANGANIBAN,Camarines Norte,CAMARINES NORTE,051605019,Exact
San Pedro (Panganiban),SAN PEDRO,JOSE PANGANIBAN,JOSE PANGANIBAN,Camarines Norte,CAMARINES NORTE,051605020,Ambiguous
Salvacion (Panganiban),SALVACION,JOSE PANGANIBAN,JOSE PANGANIBAN,Camarines Norte,CAMARINES NORTE,051605016,Ambiguous
Dayhagan,DAYHAGAN,JOSE PANGANIBAN,JOSE PANGANIBAN,Camarines Norte,CAMARINES NORTE,051605004,Exact
Santa Elena (Panganiban),SANTA ELENA,JOSE PANGANIBAN,JOSE PANGANIBAN,Camarines Norte,CAMARINES NORTE,051605023,Ambiguous
Santa Cruz (Panganiban),SANTA CRUZ,JOSE PANGANIBAN,JOSE PANGANIBAN,Camarines Norte,CAMARINES NORTE,051605022,Ambiguous
San Isidro (Panganiban),SAN ISIDRO,JOSE PANGANIBAN,JOSE PANGANIBAN,Camarines Norte,CAMARINES NORTE,051605017,Ambiguous
Tamisan,TAMISAN,JOSE PANGANIBAN,JOSE PANGANIBAN,Camarines Norte,CAMARINES NORTE,051605027,Exact
San Rafael (Panganiban),SAN RAFAEL,JOSE PANGANIBAN,JOSE PANGANIBAN,Camarines Norte,CAMARINES NORTE,051605021,Ambiguous
Plaridel (Panganiban),PLARIDEL,JOSE PANGANIBAN,JOSE PANGANIBAN,Camarines Norte,CAMARINES NORTE,051605013,Ambiguous
South Poblacion,SOUTH POBLACION,JOSE PANGANIBAN,JOSE PANGANIBAN,Camarines Norte,CAMARINES NORTE,051605015,Exact
North Poblacion,NORTH POBLACION,JOSE PANGANIBAN,JOSE PANGANIBAN,Camarines Norte,CAMARINES NORTE,051605014,Exact
Motherlode,MOTHERLODE,JOSE PANGANIBAN,JOSE PANGANIBAN,Camarines Norte,CAMARINES NORTE,051605008,Exact
Santa Rosa Norte,SANTA ROSA NORTE,JOSE PANGANIBAN,JOSE PANGANIBAN,Camarines Norte,CAMARINES NORTE,051605025,Exact
Luklukan Norte,LUKLUKAN NORTE,JOSE PANGANIBAN,JOSE PANGANIBAN,Camarines Norte,CAMARINES NORTE,051605006,Exact
,,LABO,LABO,Camarines Norte,CAMARINES NORTE,051606000,Exact
Bayabas,BAYABAS,LABO,LABO,Camarines Norte,CAMARINES NORTE,051606009,Exact
Guisican,GUISICAN,LABO,LABO,Camarines Norte,CAMARINES NORTE,051606027,Exact
Tigbinan,TIGBINAN,LABO,LABO,Camarines Norte,CAMARINES NORTE,051606052,Exact
Cabatuhan,CABATUHAN,LABO,LABO,Camarines Norte,CAMARINES NORTE,051606017,Exact
Canapawan,CANAPAWAN,LABO,LABO,Camarines Norte,CAMARINES NORTE,051606020,Exact
Malibago,MALIBAGO,LABO,LABO,Camarines Norte,CAMARINES NORTE,051606039,Exact
Malaya,MALAYA,LABO,LABO,Camarines Norte,CAMARINES NORTE,051606038,Exact
Bagong Silang II,BAGONG SILANG II,LABO,LABO,Camarines Norte,CAMARINES NORTE,051606006,Exact
Dumagmang,DUMAGMANG,LABO,LABO,Camarines Norte,CAMARINES NORTE,051606023,Exact
Bagong Silang III,BAGONG SILANG III,LABO,LABO,Camarines Norte,CAMARINES NORTE,051606049,Exact
Bagong Silang I,BAGONG SILANG I,LABO,LABO,Camarines Norte,CAMARINES NORTE,051606005,Exact
Exciban,EXCIBAN,LABO,LABO,Camarines Norte,CAMARINES NORTE,051606024,Exact
Macogon,MACOGON,LABO,LABO,Camarines Norte,CAMARINES NORTE,051606033,Exact
Daguit,DAGUIT,LABO,LABO,Camarines Norte,CAMARINES NORTE,051606021,Exact
Submakin,SUBMAKIN,LABO,LABO,Camarines Norte,CAMARINES NORTE,051606050,Exact
Pag-Asa (Labo),PAG-ASA,LABO,LABO,Camarines Norte,CAMARINES NORTE,051606044,Ambiguous
Maot,MAOT,LABO,LABO,Camarines Norte,CAMARINES NORTE,051606040,Exact
Baay,BAAY,LABO,LABO,Camarines Norte,CAMARINES NORTE,051606003,Exact
Tulay Na Lupa,TULAY NA LUPA,LABO,LABO,Camarines Norte,CAMARINES NORTE,051606053,Exact
Bayan-bayan,BAYAN-BAYAN,LABO,LABO,Camarines Norte,CAMARINES NORTE,051606010,Exact
Napaod,NAPAOD,LABO,LABO,Camarines Norte,CAMARINES NORTE,051606043,Exact
Lugui,LUGUI,LABO,LABO,Camarines Norte,CAMARINES NORTE,051606030,Exact
Malangcao-Basud,MALANGCAO-BASUD,LABO,LABO,Camarines Norte,CAMARINES NORTE,051606035,Exact
Calabasa,CALABASA,LABO,LABO,Camarines Norte,CAMARINES NORTE,051606019,Exact
