source_brgy,expected_brgy,source_municity,expected_municity,source_prov,expected_prov,expected_psgc,expected_match_type
Sta Maria (Sibagat),SANTA MARIA,SIBAGAT,SIBAGAT,Agusan del Sur,AGUSAN DEL SUR,160314019,Ambiguous
Sinai,SINAI,SIBAGAT,SIBAGAT,Agusan del Sur,AGUSAN DEL SUR,160314020,Exact
Tabon-tabon,TABON-TABON,SIBAGAT,SIBAGAT,Agusan del Sur,AGUSAN DEL SUR,160314021,Exact
Tag-uyango,TAG-UYANGO,SIBAGAT,SIBAGAT,Agusan del Sur,AGUSAN DEL SUR,160314022,Exact
Villangit,VILLANGIT,SIBAGAT,SIBAGAT,Agusan del Sur,AGUSAN DEL SUR,160314023,Exact
,,TALACOGON,TALACOGON,Agusan del Sur,AGUSAN DEL SUR,160311000,Exact
Balucan,BATUCAN,TALACOGON,TALACOGON,Agusan del Sur,AGUSAN DEL SUR,160311017,Ambiguous
Buena Gracia,BUENAGRACIA,TALACOGON,TALACOGON,Agusan del Sur,AGUSAN DEL SUR,160311001,Ambiguous
Causwagan,CAUSWAGAN,TALACOGON,TALACOGON,Agusan del Sur,AGUSAN DEL SUR,160311002,Exact
Culi (Talacogon),CULI,TALACOGON,TALACOGON,Agusan del Sur,AGUSAN DEL SUR,160311004,Ambiguous
Del Monte (Talacogon,DEL MONTE,TALACOGON,TALACOGON,Agusan del Sur,AGUSAN DEL SUR,160311005,Ambiguous
Desamparados,DESAMPARADOS,TALACOGON,TALACOGON,Agusan del Sur,AGUSAN DEL SUR,160311006,Exact
La Flora,LA FLORA,TALACOGON,TALACOGON,Agusan del Sur,AGUSAN DEL SUR,160311014,Exact
Labnig,LABNIG,TALACOGON,TALACOGON,Agusan del Sur,AGUSAN DEL SUR,160311007,Exact
Maharlika,MAHARLIKA,TALACOGON,TALACOGON,Agusan del Sur,AGUSAN DEL SUR,160311015,Exact
Marbon,MARBON,TALACOGON,TALACOGON,Agusan del Sur,AGUSAN DEL SUR,160311016,Exact
Sabang Gibung,SABANG GIBUNG,TALACOGON,TALACOGON,Agusan del Sur,AGUSAN DEL SUR,160311008,Exact
San Agustin (Talacog,SAN AGUSTIN,TALACOGON,TALACOGON,Agusan del Sur,AGUSAN DEL SUR,160311009,Ambiguous
San Isidro (Talacogo,SAN ISIDRO,TALACOGON,TALACOGON,Agusan del Sur,AGUSAN DEL SUR,160311010,Ambiguous
San Nicolas,SAN NICOLAS,TALACOGON,TALACOGON,Agusan del Sur,AGUSAN DEL SUR,160311011,Exact
Zamora,ZAMORA,TALACOGON,TALACOGON,Agusan del Sur,AGUSAN DEL SUR,160311012,Exact
Zillovia,ZILLOVIA,TALACOGON,TALACOGON,Agusan del Sur,AGUSAN DEL SUR,160311013,Exact
,,TRENTO,TRENTO,Agusan del Sur,AGUSAN DEL SUR,160312000,Exact
Basa,BASA,TRENTO,TRENTO,Agusan del Sur,AGUSAN DEL SUR,160312001,Exact
Cebolin,CEBOLIN,TRENTO,TRENTO,Agusan del Sur,AGUSAN DEL SUR,160312014,Exact
Cuevas,CUEVAS,TRENTO,TRENTO,Agusan del Sur,AGUSAN DEL SUR,160312002,Exact
Kapatungan,KAPATUNGAN,TRENTO,TRENTO,Agusan del Sur,AGUSAN DEL SUR,160312003,Exact
Langkila-an,LANGKILA-AN,TRENTO,TRENTO,Agusan del Sur,AGUSAN DEL SUR,160312004,Exact
Manat,MANAT,TRENTO,TRENTO,Agusan del Sur,AGUSAN DEL SUR,160312015,Exact
New Visayas (Trento),NEW VISAYAS,TRENTO,TRENTO,Agusan del Sur,AGUSAN DEL SUR,160312005,Ambiguous
Pangyan,PANGYAN,TRENTO,TRENTO,Agusan del Sur,AGUSAN DEL SUR,160312016,Exact
Poblacion (Trento),POBLACION,TRENTO,TRENTO,Agusan del Sur,AGUSAN DEL SUR,160312006,Ambiguous
Pulang-lupa,PULANG-LUPA,TRENTO,TRENTO,Agusan del Sur,AGUSAN DEL SUR,160312007,Exact
Salvacion (Trento),SALVACION,TRENTO,TRENTO,Agusan del Sur,AGUSAN DEL SUR,160312008,Ambiguous
San Ignacio,SAN IGNACIO,TRENTO,TRENTO,Agusan del Sur,AGUSAN DEL SUR,160312009,Exact
San Isidro (Trento),SAN ISIDRO,TRENTO,TRENTO,Agusan del Sur,AGUSAN DEL SUR,160312010,Ambiguous
San Roque (Trento),SAN ROQUE,TRENTO,TRENTO,Agusan del Sur,AGUSAN DEL SUR,160312011,Ambiguous
Sta Maria (Trento),SANTA MARIA,TRENTO,TRENTO,Agusan del Sur,AGUSAN DEL SUR,160312012,Ambiguous
Tudela,TUDELA,TRENTO,TRENTO,Agusan del Sur,AGUSAN DEL SUR,160312013,Exact
,,VERUELA,VERUELA,Agusan del Sur,AGUSAN DEL SUR,160313000,Exact
Anitap,ANITAP,VERUELA,VERUELA,Agusan del Sur,AGUSAN DEL SUR,160313013,Exact
Bacay II,BACAY II,VERUELA,VERUELA,Agusan del Sur,AGUSAN DEL SUR,160313014,Exact
Binongan,BINONGAN,VERUELA,VERUELA,Agusan del Sur,AGUSAN DEL SUR,160313001,Exact
Caigangan,CAIGANGAN,VERUELA,VERUELA,Agusan del Sur,AGUSAN DEL SUR,160313015,Exact
Candiis,CANDIIS,VERUELA,VERUELA,Agusan del Sur,AGUSAN DEL SUR,160313016,Exact
Del Monte (Veruela),DEL MONTE,VERUELA,VERUELA,Agusan del Sur,AGUSAN DEL SUR,160313002,Ambiguous
Don Mateo,DON MATEO,VERUELA,VERUELA,Agusan del Sur,AGUSAN DEL SUR,160313003,Exact
Katipunan (Veruela),KATIPUNAN,VERUELA,VERUELA,Agusan del Sur,AGUSAN DEL SUR,160313017,Ambiguous
La Fortuna,LA FORTUNA,VERUELA,VERUELA,Agusan del Sur,AGUSAN DEL SUR,160313004,Exact
Limot,LIMOT,VERUELA,VERUELA,Agusan del Sur,AGUSAN DEL SUR,160313005,Exact
Magsaysay (Veruela),MAGSAYSAY,VERUELA,VERUELA,Agusan del Sur,AGUSAN DEL SUR,160313006,Ambiguous
Masayan,MASAYAN,VERUELA,VERUELA,Agusan del Sur,AGUSAN DEL SUR,160313007,Exact
Poblacion (Veruela),POBLACION,VERUELA,VERUELA,Agusan del Sur,AGUSAN DEL SUR,160313008,Ambiguous
Sampaguita,SAMPAGUITA,VERUELA,VERUELA,Agusan del Sur,AGUSAN DEL SUR,160313009,Exact
San Gabriel,SAN GABRIEL,VERUELA,VERUELA,Agusan del Sur,AGUSAN DEL SUR,160313010,Exact
Santa Cruz (Veruela),SANTA CRUZ,VERUELA,VERUELA,Agusan del Sur,AGUSAN DEL SUR,160313018,Ambiguous
Santa Emelia,SANTA EMELIA,VERUELA,VERUELA,Agusan del Sur,AGUSAN DEL SUR,160313011,Exact
Sawagan,SAWAGAN,VERUELA,VERUELA,Agusan del Sur,AGUSAN DEL SUR,160313019,Exact
Sinobong,SINOBONG,VERUELA,VERUELA,Agusan del Sur,AGUSAN DEL SUR,160313012,Exact
Sisimon,SISIMON,VERUELA,VERUELA,Agusan del Sur,AGUSAN DEL SUR,160313020,Exact
,,BASCO (Capital),BASCO,Batanes,BATANES,020901000,Ambiguous
Chanarian,CHANARIAN,BASCO (Capital),BASCO,Batanes,BATANES,020901005,Ambiguous
Ihubok I (Kaychanarianan),IHUBOK I,BASCO (Capital),BASCO,Batanes,BATANES,020901002,Ambiguous
Ihubok II (Kayvaluganan),IHUBOK II,BASCO (Capital),BASCO,Batanes,BATANES,020901001,Ambiguous
Kayhuvokan,KAYHUVOKAN,BASCO (Capital),BASCO,Batanes,BATANES,020901006,Ambiguous
San Antonio,SAN ANTONIO,BASCO (Capital),BASCO,Batanes,BATANES,020901003,Ambiguous
San Joaquin,SAN JOAQUIN,BASCO (Capital),BASCO,Batanes,BATANES,020901004,Ambiguous
,,ITBAYAT,ITBAYAT,Batanes,BATANES,020902000,Exact
Raele,RAELE,ITBAYAT,ITBAYAT,Batanes,BATANES,020902006,Exact
San Rafael (Idiang),SAN RAFAEL,ITBAYAT,ITBAYAT,Batanes,BATANES,020902007,Ambiguous
Santa Lucia (Kauhauhasan),SANTA LUCIA,ITBAYAT,ITBAYAT,Batanes,BATANES,020902008,Ambiguous
Santa Maria (Marapuy),SANTA MARIA,ITBAYAT,ITBAYAT,Batanes,BATANES,020902009,Ambiguous
Santa Rosa (Kaynatuan),SANTA ROSA,ITBAYAT,ITBAYAT,Batanes,BATANES,020902010,Ambiguous
,,IVANA,IVANA,Batanes,BATANES,020903000,Exact
Radiwan,RADIWAN,IVANA,IVANA,Batanes,BATANES,020903001,Exact
Salagao,SALAGAO,IVANA,IVANA,Batanes,BATANES,020903002,Exact
San Vicente (Igang),SAN VICENTE,IVANA,IVANA,Batanes,BATANES,020903003,Ambiguous
Tuhel (Pob.),TUHEL,IVANA,IVANA,Batanes,BATANES,020903004,Ambiguous
,,MAHATAO,MAHATAO,Batanes,BATANES,020904000,Exact
Hanib,HANIB,MAHATAO,MAHATAO,Batanes,BATANES,020904001,Exact
Kaumbakan,KAUMBAKAN,MAHATAO,MAHATAO,Batanes,BATANES,020904002,Exact
Panatayan,PANATAYAN,MAHATAO,MAHATAO,Batanes,BATANES,020904003,Exact
Uvoy (Pob.),UVOY,MAHATAO,MAHATAO,Batanes,BATANES,020904004,Ambiguous
,,SABTANG,SABTANG,Batanes,BATANES,020905000,Exact
Chavayan,CHAVAYAN,SABTANG,SABTANG,Batanes,BATANES,020905001,Exact
Malakdang (Pob.),MALAKDANG,SABTANG,SABTANG,Batanes,BATANES,020905002,Ambiguous
Nakanmuan,NAKANMUAN,SABTANG,SABTANG,Batanes,BATANES,020905003,Exact
Savidug,SAVIDUG,SABTANG,SABTANG,Batanes,BATANES,020905004,Exact
Sinakan (Pob.),SINAKAN,SABTANG,SABTANG,Batanes,BATANES,020905005,Ambiguous
Sumnanga,SUMNANGA,SABTANG,SABTANG,Batanes,BATANES,020905006,Exact
,,UYUGAN,UYUGAN,Batanes,BATANES,020906000,Exact
Imnajbu,IMNAJBU,UYUGAN,UYUGAN,Batanes,BATANES,020906002,Exact
Itbud,ITBUD,UYUGAN,UYUGAN,Batanes,BATANES,020906003,Exact
Kayuganan (Pob.),KAYUGANAN,UYUGAN,UYUGAN,Batanes,BATANES,020906004,Ambiguous
Kayvaluganan (Pob.),KAYVALUGANAN,UYUGAN,UYUGAN,Batanes,BATANES,020906001,Ambiguous
,,AGONCILLO,AGONCILLO,Batangas,BATANGAS,041001000,Exact
Adia,ADIA,AGONCILLO,AGONCILLO,Batangas,BATANGAS,041001001,Exact
Bagong Sikat-Agoncillo,BAGONG SIKAT,AGONCILLO,AGONCILLO,Batangas,BATANGAS,041001002,Ambiguous
Balangon,BALANGON,AGONCILLO,AGONCILLO,Batangas,BATANGAS,041001004,Exact
Bangin-Agoncillo,BANGIN,AGONCILLO,AGONCILLO,Batangas,BATANGAS,041001006,Ambiguous
Banyaga,BANYAGA,AGONCILLO,AGONCILLO,Batangas,BATANGAS,041001023,Exact
Barigon,BARIGON,AGONCILLO,AGONCILLO,Batangas,BATANGAS,041001007,Exact
Bilibinwang,BILIBINWANG,AGONCILLO,AGONCILLO,Batangas,BATANGAS,041001005,Exact
Coral Na Munti,CORAL NA MUNTI,AGONCILLO,AGONCILLO,Batangas,BATANGAS,041001008,Exact
Guitna,GUITNA,AGONCILLO,AGONCILLO,Batangas,BATANGAS,041001009,Exact
Mabini-Agoncillo,MABINI,AGONCILLO,AGONCILLO,Batangas,BATANGAS,041001010,Ambiguous
Pamiga,PAMIGA,AGONCILLO,AGONCILLO,Batangas,BATANGAS,041001012,Exact
Panhulan,PANHULAN,AGONCILLO,AGONCILLO,Batangas,BATANGAS,041001013,Exact
Pansipit-Agoncillo,PANSIPIT,AGONCILLO,AGONCILLO,Batangas,BATANGAS,041001014,Ambiguous
Poblacion-Agoncillo,POBLACION,AGONCILLO,AGONCILLO,Batangas,BATANGAS,041001015,Ambiguous
Pook-Agoncillo,POOK,AGONCILLO,AGONCILLO,Batangas,BATANGAS,041001016,Ambiguous
San Jacinto,SAN JACINTO,AGONCILLO,AGONCILLO,Batangas,BATANGAS,041001017,Exact
San Teodoro-Agoncillo,SAN TEODORO,AGONCILLO,AGONCILLO,Batangas,BATANGAS,041001018,Ambiguous
Santa Cruz-Agoncillo,SANTA CRUZ,AGONCILLO,AGONCILLO,Batangas,BATANGAS,041001019,Ambiguous
Santo Tomas-Agoncillo,SANTO TOMAS,AGONCILLO,AGONCILLO,Batangas,BATANGAS,041001020,Ambiguous
Subic Ibaba,SUBIC IBABA,AGONCILLO,AGONCILLO,Batangas,BATANGAS,041001021,Exact
Subic Ilaya,SUBIC ILAYA,AGONCILLO,AGONCILLO,Batangas,BATANGAS,041001022,Exact
,,ALITAGTAG,ALITAGTAG,Batangas,BATANGAS,041002000,Exact
Balagbag-Alitagtag,BALAGBAG,ALITAGTAG,ALITAGTAG,Batangas,BATANGAS,041002001,Ambiguous
Concepcion-Alitagtag,CONCEPCION,ALITAGTAG,ALITAGTAG,Batangas,BATANGAS,041002002,Ambiguous
Concordia,CONCORDIA,ALITAGTAG,ALITAGTAG,Batangas,BATANGAS,041002003,Exact
Dalipit East-Alitagtag,DALIPIT EAST,ALITAGTAG,ALITAGTAG,Batangas,BATANGAS,041002004,Ambiguous
Dalipit West-Alitagtag,DALIPIT WEST,ALITAGTAG,ALITAGTAG,Batangas,BATANGAS,041002005,Ambiguous
Dominador East,DOMINADOR EAST,ALITAGTAG,ALITAGTAG,Batangas,BATANGAS,041002006,Exact
Dominador West,DOMINADOR WEST,ALITAGTAG,ALITAGTAG,Batangas,BATANGAS,041002007,Exact
Munlawin Norte,MUNLAWIN NORTE,ALITAGTAG,ALITAGTAG,Batangas,BATANGAS,041002009,Exact
Munlawin Sur,MUNLAWIN SUR,ALITAGTAG,ALITAGTAG,Batangas,BATANGAS,041002008,Exact
Muzon Primero,MUZON PRIMERO,ALITAGTAG,ALITAGTAG,Batangas,BATANGAS,041002011,Exact
Muzon Segundo,MUZON SEGUNDO,ALITAGTAG,ALITAGTAG,Batangas,BATANGAS,041002012,Exact
Pinagkurusan,PINAGKURUSAN,ALITAGTAG,ALITAGTAG,Batangas,BATANGAS,041002013,Exact
Ping-As,PING-AS,ALITAGTAG,ALITAGTAG,Batangas,BATANGAS,041002014,Exact
Poblacion East-Alitagtag,POBLACION EAST,ALITAGTAG,ALITAGTAG,Batangas,BATANGAS,041002015,Ambiguous
Poblacion West-Alitagtag,POBLACION WEST,ALITAGTAG,ALITAGTAG,Batangas,BATANGAS,041002016,Ambiguous
San Jose-Alitagtag,SAN JOSE,ALITAGTAG,ALITAGTAG,Batangas,BATANGAS,041002018,Ambiguous
San Juan-Alitagtag,SAN JUAN,ALITAGTAG,ALITAGTAG,Batangas,BATANGAS,041002021,Ambiguous
Santa Cruz-Alitagtag,SANTA CRUZ,ALITAGTAG,ALITAGTAG,Batangas,BATANGAS,041002019,Ambiguous
Tadlac,TADLAC,ALITAGTAG,ALITAGTAG,Batangas,BATANGAS,041002020,Exact
,,BALAYAN,BALAYAN,Batangas,BATANGAS,041003000,Exact
Baclaran,BACLARAN,BALAYAN,BALAYAN,Batangas,BATANGAS,041003001,Exact
Barangay 1 (Pob.)-Balayan,BARANGAY 1,BALAYAN,BALAYAN,Batangas,BATANGAS,041003003,Ambiguous
Barangay 10 (Pob.)-Balayan,BARANGAY 10,BALAYAN,BALAYAN,Batangas,BATANGAS,041003004,Ambiguous
Barangay 11 (Pob.)-Balayan,BARANGAY 11,BALAYAN,BALAYAN,Batangas,BATANGAS,041003005,Ambiguous
Barangay 12 (Pob.)-Balayan,BARANGAY 12,BALAYAN,BALAYAN,Batangas,BATANGAS,041003006,Ambiguous
Barangay 2 (Pob.)-Balayan,BARANGAY 2,BALAYAN,BALAYAN,Batangas,BATANGAS,041003007,Ambiguous
Barangay 3 (Pob.)-Balayan,BARANGAY 3,BALAYAN,BALAYAN,Batangas,BATANGAS,041003008,Ambiguous
Barangay 4 (Pob.)-Balayan,BARANGAY 4,BALAYAN,BALAYAN,Batangas,BATANGAS,041003009,Ambiguous
Barangay 5 (Pob.)-Balayan,BARANGAY 5,BALAYAN,BALAYAN,Batangas,BATANGAS,041003010,Ambiguous
Barangay 6 (Pob.)-Balayan,BARANGAY 6,BALAYAN,BALAYAN,Batangas,BATANGAS,041003011,Ambiguous
Barangay 7 (Pob.)-Balayan,BARANGAY 7,BALAYAN,BALAYAN,Batangas,BATANGAS,041003012,Ambiguous
Barangay 8 (Pob.)-Balayan,BARANGAY 8,BALAYAN,BALAYAN,Batangas,BATANGAS,041003013,Ambiguous
Barangay 9 (Pob.)-Balayan,BARANGAY 9,BALAYAN,BALAYAN,Batangas,BATANGAS,041003014,Ambiguous
Calan,CALAN,BALAYAN,BALAYAN,Batangas,BATANGAS,041003016,Exact
Caloocan-Balayan,CALOOCAN,BALAYAN,BALAYAN,Batangas,BATANGAS,041003017,Ambiguous
Calzada,CALZADA,BALAYAN,BALAYAN,Batangas,BATANGAS,041003018,Exact
Canda,CANDA,BALAYAN,BALAYAN,Batangas,BATANGAS,041003019,Exact
Carenahan,CARENAHAN,BALAYAN,BALAYAN,Batangas,BATANGAS,041003020,Exact
Caybunga,CAYBUNGA,BALAYAN,BALAYAN,Batangas,BATANGAS,041003021,Exact
Cayponce,CAYPONCE,BALAYAN,BALAYAN,Batangas,BATANGAS,041003022,Exact
Dalig-Balayan,DALIG,BALAYAN,BALAYAN,Batangas,BATANGAS,041003023,Ambiguous
Dao-Balayan,DAO,BALAYAN,BALAYAN,Batangas,BATANGAS,041003024,Ambiguous
Dilao,DILAO,BALAYAN,BALAYAN,Batangas,BATANGAS,041003025,Exact
Duhatan-Balayan,DUHATAN,BALAYAN,BALAYAN,Batangas,BATANGAS,041003026,Ambiguous
Durungao-Balayan,DURUNGAO,BALAYAN,BALAYAN,Batangas,BATANGAS,041003027,Ambiguous
Gimalas,GIMALAS,BALAYAN,BALAYAN,Batangas,BATANGAS,041003028,Exact
Gumamela,GUMAMELA,BALAYAN,BALAYAN,Batangas,BATANGAS,041003029,Exact
Lagnas,LAGNAS,BALAYAN,BALAYAN,Batangas,BATANGAS,041003030,Exact
Lanatan,LANATAN,BALAYAN,BALAYAN,Batangas,BATANGAS,041003031,Exact
Langgangan,LANGGANGAN,BALAYAN,BALAYAN,Batangas,BATANGAS,041003032,Exact
Lucban Pook,LUCBAN POOK,BALAYAN,BALAYAN,Batangas,BATANGAS,041003034,Exact
Lucban Putol,LUCBAN PUTOL,BALAYAN,BALAYAN,Batangas,BATANGAS,041003033,Exact
Magabe,MAGABE,BALAYAN,BALAYAN,Batangas,BATANGAS,041003035,Exact
Malalay,MALALAY,BALAYAN,BALAYAN,Batangas,BATANGAS,041003036,Exact
Munting Tubig,MUNTING TUBIG,BALAYAN,BALAYAN,Batangas,BATANGAS,041003037,Exact
Navotas,NAVOTAS,BALAYAN,BALAYAN,Batangas,BATANGAS,041003038,Exact
Palikpikan,PALIKPIKAN,BALAYAN,BALAYAN,Batangas,BATANGAS,041003040,Exact
Patugo,PATUGO,BALAYAN,BALAYAN,Batangas,BATANGAS,041003039,Exact
Pooc,POOC,BALAYAN,BALAYAN,Batangas,BATANGAS,041003042,Exact
Sambat-Balayan,SAMBAT,BALAYAN,BALAYAN,Batangas,BATANGAS,041003043,Ambiguous
Sampaga-Balayan,SAMPAGA,BALAYAN,BALAYAN,Batangas,BATANGAS,041003044,Ambiguous
San Juan-Balayan,SAN JUAN,BALAYAN,BALAYAN,Batangas,BATANGAS,041003045,Ambiguous
San Piro,SAN PIRO,BALAYAN,BALAYAN,Batangas,BATANGAS,041003046,Exact
Santol-Balayan,SANTOL,BALAYAN,BALAYAN,Batangas,BATANGAS,041003048,Ambiguous
Sukol,SUKOL,BALAYAN,BALAYAN,Batangas,BATANGAS,041003049,Exact
Tactac,TACTAC,BALAYAN,BALAYAN,Batangas,BATANGAS,041003050,Exact
Taludtud,TALUDTUD,BALAYAN,BALAYAN,Batangas,BATANGAS,041003051,Exact
Tanggoy,TANGGOY,BALAYAN,BALAYAN,Batangas,BATANGAS,041003052,Exact
,,BALETE,BALETE,Batangas,BATANGAS,041004000,Exact
Alangilan-Balete,ALANGILAN,BALETE,BALETE,Batangas,BATANGAS,041004001,Ambiguous
Calawit,CALAWIT,BALETE,BALETE,Batangas,BATANGAS,041004002,Exact
Looc-Balete,LOOC,BALETE,BALETE,Batangas,BATANGAS,041004003,Ambiguous
Magapi,MAGAPI,BALETE,BALETE,Batangas,BATANGAS,041004004,Exact
Makina-Balete,MAKINA,BALETE,BALETE,Batangas,BATANGAS,041004005,Ambiguous
Malabanan,MALABANAN,BALETE,BALETE,Batangas,BATANGAS,041004006,Exact
Paligawan,PALIGAWAN,BALETE,BALETE,Batangas,BATANGAS,041004007,Exact
Palsara,PALSARA,BALETE,BALETE,Batangas,BATANGAS,041004008,Exact
Poblacion-Balete,POBLACION,BALETE,BALETE,Batangas,BATANGAS,041004009,Ambiguous
Sala-Balete,SALA,BALETE,BALETE,Batangas,BATANGAS,041004010,Ambiguous
Sampalocan,SAMPALOCAN,BALETE,BALETE,Batangas,BATANGAS,041004011,Exact
San Sebastian-Balete,SAN SEBASTIAN,BALETE,BALETE,Batangas,BATANGAS,041004013,Ambiguous
Solis,SOLIS,BALETE,BALETE,Batangas,BATANGAS,041004012,Exact
,,BAUAN,BAUAN,Batangas,BATANGAS,041006000,Exact
Alagao,ALAGAO,BAUAN,BAUAN,Batangas,BATANGAS,041006001,Exact
Aplaya,APLAYA,BAUAN,BAUAN,Batangas,BATANGAS,041006002,Exact
As-Is-Bauan,AS-IS,BAUAN,BAUAN,Batangas,BATANGAS,041006003,Ambiguous
Bagong Silang-Bauan,BAGONG SILANG,BAUAN,BAUAN,Batangas,BATANGAS,041006004,Ambiguous
Baguilawa,BAGUILAWA,BAUAN,BAUAN,Batangas,BATANGAS,041006005,Exact
Balayong,BALAYONG,BAUAN,BAUAN,Batangas,BATANGAS,041006006,Exact
Barangay I (Pob.)-Bauan,BARANGAY I,BAUAN,BAUAN,Batangas,BATANGAS,041006007,Ambiguous
Barangay II (Pob.)-Bauan,BARANGAY II,BAUAN,BAUAN,Batangas,BATANGAS,041006008,Ambiguous
Barangay III (Pob.)-Bauan,BARANGAY III,BAUAN,BAUAN,Batangas,BATANGAS,041006009,Ambiguous
Barangay IV (Pob.)-Bauan,BARANGAY IV,BAUAN,BAUAN,Batangas,BATANGAS,041006010,Ambiguous
Bolo,BOLO,BAUAN,BAUAN,Batangas,BATANGAS,041006011,Exact
Colvo,COLVO,BAUAN,BAUAN,Batangas,BATANGAS,041006012,Exact
Cupang,CUPANG,BAUAN,BAUAN,Batangas,BATANGAS,041006013,Exact
Durungao-Bauan,DURUNGAO,BAUAN,BAUAN,Batangas,BATANGAS,041006014,Ambiguous
Gulibay,GULIBAY,BAUAN,BAUAN,Batangas,BATANGAS,041006015,Exact
Inicbulan,INICBULAN,BAUAN,BAUAN,Batangas,BATANGAS,041006016,Exact
Locloc-Bauan,LOCLOC,BAUAN,BAUAN,Batangas,BATANGAS,041006018,Ambiguous
Magalang-Galang,MAGALANG-GALANG,BAUAN,BAUAN,Batangas,BATANGAS,041006019,Exact
Malindig,MALINDIG,BAUAN,BAUAN,Batangas,BATANGAS,041006020,Exact
Manalupong,MANALUPONG,BAUAN,BAUAN,Batangas,BATANGAS,041006021,Exact
Manghinao Proper,MANGHINAO PROPER,BAUAN,BAUAN,Batangas,BATANGAS,041006022,Exact
Manghinao Uno,MANGHINAO UNO,BAUAN,BAUAN,Batangas,BATANGAS,041006023,Exact
New Danglayan,NEW DANGLAYAN,BAUAN,BAUAN,Batangas,BATANGAS,041006024,Exact
Orense,ORENSE,BAUAN,BAUAN,Batangas,BATANGAS,041006025,Exact
Pitugo,PITUGO,BAUAN,BAUAN,Batangas,BATANGAS,041006026,Exact
Rizal-Bauan,RIZAL,BAUAN,BAUAN,Batangas,BATANGAS,041006028,Ambiguous
Sampaguita-Bauan,SAMPAGUITA,BAUAN,BAUAN,Batangas,BATANGAS,041006029,Ambiguous
San Agustin-Bauan,SAN AGUSTIN,BAUAN,BAUAN,Batangas,BATANGAS,041006030,Ambiguous
San Andres Proper,SAN ANDRES PROPER,BAUAN,BAUAN,Batangas,BATANGAS,041006031,Exact
San Andres Uno,SAN ANDRES UNO,BAUAN,BAUAN,Batangas,BATANGAS,041006032,Exact
San Diego-Bauan,SAN DIEGO,BAUAN,BAUAN,Batangas,BATANGAS,041006033,Ambiguous
San Miguel-Bauan,SAN MIGUEL,BAUAN,BAUAN,Batangas,BATANGAS,041006034,Ambiguous
San Pablo-Bauan,SAN PABLO,BAUAN,BAUAN,Batangas,BATANGAS,041006035,Ambiguous
San Pedro-Bauan,SAN PEDRO,BAUAN,BAUAN,Batangas,BATANGAS,041006036,Ambiguous
San Roque-Bauan,SAN ROQUE,BAUAN,BAUAN,Batangas,BATANGAS,041006037,Ambiguous
San Teodoro-Bauan,SAN TEODORO,BAUAN,BAUAN,Batangas,BATANGAS,041006038,Ambiguous
San Vicente-Bauan,SAN VICENTE,BAUAN,BAUAN,Batangas,BATANGAS,041006039,Ambiguous
Santa Maria-Bauan,SANTA MARIA,BAUAN,BAUAN,Batangas,BATANGAS,041006041,Ambiguous
Santo Domingo-Bauan,SANTO DOMINGO,BAUAN,BAUAN,Batangas,BATANGAS,041006042,Ambiguous
Sinala,SINALA,BAUAN,BAUAN,Batangas,BATANGAS,041006044,Exact
,,CALACA,CALACA,Batangas,BATANGAS,041007000,Exact
Baclas,BACLAS,CALACA,CALACA,Batangas,BATANGAS,041007002,Exact
Bagong Tubig-Calaca,BAGONG TUBIG,CALACA,CALACA,Batangas,BATANGAS,041007001,Ambiguous
Balimbing-Calaca,BALIMBING,CALACA,CALACA,Batangas,BATANGAS,041007003,Ambiguous
Bambang,BAMBANG,CALACA,CALACA,Batangas,BATANGAS,041007004,Exact
Barangay 1 (Pob.)-Calaca,BARANGAY 1,CALACA,CALACA,Batangas,BATANGAS,041007006,Ambiguous
Barangay 2 (Pob.)-Calaca,BARANGAY 2,CALACA,CALACA,Batangas,BATANGAS,041007007,Ambiguous
Barangay 3 (Pob.)-Calaca,BARANGAY 3,CALACA,CALACA,Batangas,BATANGAS,041007008,Ambiguous
Barangay 4 (Pob.)-Calaca,BARANGAY 4,CALACA,CALACA,Batangas,BATANGAS,041007009,Ambiguous
Barangay 5 (Pob.)-Calaca,BARANGAY 5,CALACA,CALACA,Batangas,BATANGAS,041007010,Ambiguous
Barangay 6 (Pob.)-Calaca,BARANGAY 6,CALACA,CALACA,Batangas,BATANGAS,041007011,Ambiguous
Bisaya,BISAYA,CALACA,CALACA,Batangas,BATANGAS,041007012,Exact
Cahil,CAHIL,CALACA,CALACA,Batangas,BATANGAS,041007013,Exact
Calantas-Calaca,CALANTAS,CALACA,CALACA,Batangas,BATANGAS,041007015,Ambiguous
Caluangan,CALUANGAN,CALACA,CALACA,Batangas,BATANGAS,041007014,Exact
Camastilisan,CAMASTILISAN,CALACA,CALACA,Batangas,BATANGAS,041007016,Exact
Coral Ni Bacal,CORAL NI BACAL,CALACA,CALACA,Batangas,BATANGAS,041007018,Exact
Coral Ni Lopez (Sugod),CORAL NI LOPEZ,CALACA,CALACA,Batangas,BATANGAS,041007017,Ambiguous
Dacanlao,DACANLAO,CALACA,CALACA,Batangas,BATANGAS,041007019,Exact
Dila,DILA,CALACA,CALACA,Batangas,BATANGAS,041007020,Exact
Loma,LOMA,CALACA,CALACA,Batangas,BATANGAS,041007021,Exact
Lumbang Calzada,LUMBANG CALZADA,CALACA,CALACA,Batangas,BATANGAS,041007022,Exact
